gauge_id,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index,baseflow_index_ceh,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
34007,0.43,0.26,1.58,2.33,0.52,0.46,137.10,0.09,1.50,16.30,2.73,10.65,3.48,0.00
34008,0.57,0.32,0.48,0.90,0.85,0.85,158.27,0.29,0.97,0.02,1.00,0.26,2.60,0.00
34010,0.41,0.25,1.90,3.24,0.52,0.47,133.54,0.04,1.50,17.72,3.54,93.66,13.72,0.00
34011,0.45,0.23,1.25,1.81,0.80,0.82,155.27,0.13,1.05,0.10,1.25,3.61,10.33,0.00
34012,0.32,0.17,1.42,1.72,0.89,0.96,181.31,0.10,0.70,0.00,0.00,1.17,3.05,0.00
35003,0.45,0.26,1.89,2.78,0.42,0.35,130.60,0.06,1.71,25.44,2.77,78.73,14.21,0.00
35008,0.44,0.27,1.18,3.12,0.47,0.39,132.00,0.06,1.73,25.56,2.92,91.24,8.23,0.00
36003,0.34,0.21,1.01,1.70,0.65,0.62,143.15,0.09,0.98,5.93,1.80,3.44,4.97,0.00
36006,0.45,0.27,0.86,2.10,0.59,0.53,138.52,0.09,1.60,8.71,2.49,14.71,5.62,0.00
36009,0.43,0.26,1.06,5.55,0.40,0.33,132.71,0.01,1.90,44.60,4.72,171.18,25.49,0.04
36010,0.43,0.26,2.29,5.59,0.34,0.24,125.17,0.01,1.97,48.53,4.22,191.91,20.34,0.01
36011,0.61,0.37,1.58,1.89,0.50,0.40,136.77,0.13,2.19,14.82,1.80,16.40,1.95,0.00
36012,0.88,0.51,-0.27,2.93,0.52,0.51,149.29,0.08,3.17,14.18,2.65,76.29,7.33,0.00
37001,0.53,0.31,2.08,3.00,0.47,0.39,132.38,0.06,2.27,24.88,3.40,89.58,6.87,0.00
37003,0.40,0.25,2.49,2.21,0.51,0.45,138.17,0.06,1.48,17.43,3.07,50.80,5.45,0.00
37005,0.39,0.24,1.53,2.20,0.57,0.52,136.75,0.07,1.36,11.55,2.49,19.88,7.12,0.00
37008,0.48,0.29,1.70,1.80,0.61,0.57,138.06,0.13,1.54,8.69,2.03,2.44,8.47,0.00
37009,0.58,0.36,1.20,1.29,0.70,0.66,147.33,0.23,1.43,2.81,1.80,0.00,0.00,0.00
37010,0.47,0.29,0.94,1.96,0.61,0.57,141.79,0.13,1.39,5.68,2.19,3.77,4.78,0.00
37011,0.43,0.25,1.72,2.67,0.49,0.43,130.21,0.06,1.65,20.01,2.41,67.27,8.63,0.00
37018,0.63,0.38,1.50,1.87,0.56,0.49,143.67,0.18,2.03,7.84,1.42,0.64,1.74,0.00
37019,0.55,0.33,1.43,2.33,0.47,0.38,144.12,0.11,1.96,13.54,1.48,18.96,3.38,0.00
37020,0.47,0.28,1.75,2.01,0.54,0.49,133.56,0.10,1.71,15.37,2.30,14.74,6.90,0.00
37031,0.42,0.26,1.79,2.90,0.37,0.27,146.79,0.05,1.65,23.02,1.81,95.35,5.30,0.00
37033,0.43,0.28,1.27,2.63,0.41,0.31,152.28,0.05,1.60,17.79,1.30,62.16,4.33,0.00
38001,0.37,0.21,2.01,2.10,0.65,0.62,151.79,0.06,1.09,4.54,1.66,29.13,6.16,0.00
38003,0.34,0.19,0.94,1.27,0.90,0.93,178.10,0.14,0.66,0.00,0.00,0.00,0.00,0.00
38004,0.32,0.18,2.14,1.98,0.62,0.59,144.74,0.06,1.01,9.68,1.89,26.43,13.82,0.00
38007,0.72,0.42,1.39,2.22,0.47,0.38,146.79,0.14,2.55,14.14,1.39,19.29,4.10,0.00
38012,0.22,0.13,1.60,3.12,0.33,0.22,154.94,0.02,0.95,27.14,1.41,101.53,4.80,0.00
38014,0.60,0.33,1.68,2.85,0.41,0.30,133.83,0.07,2.43,21.41,1.71,89.45,5.47,0.00
38017,0.19,0.10,1.22,1.59,0.91,0.96,189.90,0.03,0.41,0.00,0.00,22.56,13.64,0.01
38018,0.69,0.38,1.42,1.38,0.82,0.82,166.52,0.27,1.45,0.00,0.00,0.02,1.00,0.00
38021,0.41,0.23,2.08,3.80,0.33,0.22,132.12,0.02,1.92,41.05,3.03,165.97,8.58,0.00
38026,0.46,0.27,2.06,3.42,0.49,0.42,136.57,0.04,1.84,20.33,2.90,103.12,10.52,0.00
38029,0.24,0.14,1.57,1.70,0.49,0.44,141.49,0.03,0.92,18.57,2.29,53.36,23.94,0.00
38030,0.28,0.16,0.85,1.34,0.77,0.76,165.70,0.09,0.66,1.27,1.22,0.00,0.00,0.00
39001,0.54,0.27,2.19,3.56,0.63,0.59,138.40,0.05,1.88,3.60,4.45,83.15,8.24,0.00
39002,0.71,0.36,1.58,3.24,0.64,0.63,134.35,0.08,2.51,3.96,4.84,71.45,10.92,0.00
39004,0.15,0.07,1.65,1.42,0.79,0.80,175.14,0.02,0.35,0.25,1.25,24.05,5.58,0.02
39005,1.19,0.68,0.77,0.90,0.72,0.66,165.35,0.58,2.76,1.08,1.13,0.43,2.62,0.00
39006,0.79,0.36,1.47,2.52,0.77,0.87,147.38,0.17,1.95,0.10,5.00,11.27,9.30,0.00
39007,0.81,0.40,1.45,1.60,0.71,0.69,146.54,0.30,2.12,0.69,1.20,0.08,1.00,0.00
39008,0.75,0.36,1.73,3.41,0.66,0.67,135.64,0.06,2.48,1.45,5.67,82.99,12.25,0.00
39010,0.50,0.25,1.40,1.23,0.86,0.88,172.87,0.22,0.99,0.00,0.00,0.06,3.00,0.00
39011,0.69,0.28,1.38,1.37,0.74,0.73,147.85,0.29,1.67,1.56,1.31,0.00,0.00,0.00
39012,1.37,0.74,0.71,0.89,0.78,0.75,170.17,0.70,2.83,0.20,1.25,0.00,0.00,0.00
39014,0.26,0.14,2.46,1.90,0.85,0.89,171.69,0.05,0.63,0.00,0.00,23.29,8.41,0.00
39015,0.80,0.35,1.42,1.25,0.88,0.93,171.09,0.34,1.61,0.00,0.00,0.00,0.00,0.00
39016,0.81,0.37,1.28,1.65,0.83,0.88,162.02,0.31,1.81,0.00,0.00,1.40,14.60,0.00
39017,0.39,0.22,2.07,6.30,0.28,0.17,130.08,0.00,1.90,64.64,5.00,200.99,18.65,0.24
39019,0.64,0.30,1.24,1.48,0.88,0.97,176.54,0.28,1.29,0.00,0.00,0.00,0.00,0.00
39020,1.11,0.46,1.33,2.48,0.80,0.92,154.44,0.30,2.74,0.00,0.00,6.42,22.27,0.00
39021,0.60,0.31,1.43,2.83,0.66,0.67,140.65,0.10,1.96,0.98,2.12,36.90,11.56,0.00
39022,1.10,0.54,1.51,1.39,0.77,0.77,151.15,0.47,2.61,0.50,1.18,0.00,0.00,0.00
39023,0.63,0.29,1.14,1.02,0.92,0.94,185.58,0.31,1.07,0.00,0.00,0.02,1.00,0.00
39025,0.81,0.36,1.63,3.09,0.57,0.52,132.08,0.10,2.84,9.28,1.70,69.44,10.27,0.00
39027,0.32,0.16,1.68,1.70,0.83,0.87,167.48,0.10,0.73,0.38,5.00,3.00,6.00,0.00
39028,0.59,0.26,1.33,1.61,0.85,0.95,164.04,0.23,1.32,0.00,0.00,0.00,0.00,0.00
39029,0.79,0.34,0.95,0.71,0.87,0.88,164.25,0.46,1.38,0.00,0.00,0.00,0.00,0.00
39034,0.78,0.38,1.64,2.91,0.69,0.71,139.98,0.13,2.46,0.35,1.29,36.40,15.27,0.00
39035,0.61,0.26,1.72,4.16,0.70,0.83,142.04,0.01,1.89,0.00,0.00,95.54,21.32,0.04
39036,0.57,0.24,0.50,0.61,0.91,0.92,172.60,0.38,0.84,0.00,0.00,0.00,0.00,0.00
39037,0.57,0.25,2.13,3.28,0.77,0.94,167.57,0.05,1.77,1.01,2.83,55.78,34.46,0.01
39042,0.85,0.39,1.56,3.70,0.69,0.79,137.48,0.08,2.75,0.58,3.62,78.60,25.83,0.00
39049,0.71,0.37,1.52,2.53,0.44,0.34,141.10,0.11,2.63,16.22,1.51,43.51,6.39,0.00
39052,0.73,0.40,1.51,2.49,0.55,0.48,141.10,0.14,2.31,5.75,1.43,19.56,4.42,0.00
39054,0.93,0.41,1.72,4.82,0.34,0.22,124.71,0.04,4.28,38.45,2.51,159.90,9.19,0.01
39056,0.25,0.13,1.42,2.10,0.55,0.48,155.36,0.05,0.80,5.96,1.24,12.00,4.37,0.00
39061,2.08,1.00,1.69,2.23,0.82,0.96,177.87,0.28,5.67,0.00,0.00,30.61,37.95,0.00
39065,0.32,0.16,1.34,1.72,0.88,0.97,195.27,0.04,0.71,0.00,0.00,30.96,33.20,0.01
39069,1.42,0.63,1.78,2.49,0.46,0.38,130.12,0.21,5.84,19.12,1.92,45.21,6.35,0.00
39072,0.72,0.36,1.65,2.23,0.72,0.71,147.73,0.18,2.10,0.07,3.00,2.71,4.50,0.00
39078,0.37,0.15,1.77,2.10,0.72,0.73,149.04,0.08,1.06,2.50,1.52,8.44,4.26,0.00
39081,0.59,0.35,1.80,2.64,0.66,0.65,145.81,0.13,1.97,4.20,2.24,9.62,5.35,0.00
39087,1.47,0.74,1.00,1.71,0.63,0.57,141.92,0.49,4.38,3.90,1.43,0.34,2.29,0.00
39088,0.48,0.23,1.90,1.37,0.90,0.95,187.16,0.16,0.96,0.00,0.00,1.14,11.00,0.00
39095,0.36,0.21,1.30,1.90,0.52,0.44,156.53,0.08,1.20,7.19,1.28,14.36,3.55,0.00
39099,1.33,0.57,1.78,3.52,0.68,0.76,136.57,0.04,4.10,1.12,4.89,82.78,43.51,0.03
39101,0.39,0.17,2.88,3.71,0.74,0.96,177.53,0.04,1.55,25.52,38.95,84.20,57.71,0.00
39105,0.60,0.33,1.85,2.59,0.59,0.56,140.12,0.11,2.24,12.70,4.59,29.17,6.17,0.00
39108,1.04,0.40,1.77,3.49,0.73,0.90,147.09,0.08,3.21,0.25,4.00,73.32,24.74,0.01
39114,0.21,0.10,3.43,3.47,0.81,0.95,189.59,0.00,0.76,4.93,9.87,87.90,61.33,0.11
39120,0.09,0.03,2.64,4.88,0.46,0.43,123.06,0.00,0.45,51.79,5.66,176.78,30.23,0.34
39125,0.11,0.05,1.32,6.30,0.79,0.90,172.00,0.00,0.48,30.38,18.37,151.82,68.14,0.30
39127,0.26,0.12,3.10,2.21,0.87,0.95,180.90,0.03,0.67,0.00,0.00,32.99,45.48,0.01
39141,0.77,0.32,1.16,1.41,0.71,0.68,148.12,0.29,2.16,1.32,1.74,0.08,2.00,0.00
39142,1.00,0.40,0.99,1.40,0.86,0.94,160.07,0.45,2.13,0.00,0.00,0.00,0.00,0.00
39143,0.94,0.40,1.48,2.57,0.76,0.83,146.48,0.20,2.54,0.00,0.00,12.30,7.90,0.00
39144,0.66,0.35,1.56,2.58,0.72,0.75,152.96,0.14,1.92,1.97,1.54,15.43,6.81,0.00
40003,0.75,0.36,1.50,2.51,0.48,0.40,129.65,0.11,3.11,23.26,2.95,61.93,6.35,0.00
40004,1.03,0.43,1.76,3.72,0.40,0.31,122.77,0.08,4.56,41.02,3.41,151.51,13.36,0.00
40005,0.63,0.33,2.17,4.56,0.33,0.23,117.44,0.02,3.17,50.66,4.46,188.16,20.50,0.00
40006,0.52,0.25,2.28,1.64,0.61,0.57,138.74,0.11,1.49,6.08,1.62,15.62,6.68,0.00
40007,0.99,0.42,1.66,2.82,0.51,0.45,128.69,0.11,3.68,15.36,1.86,63.10,9.19,0.00
40009,0.87,0.38,0.94,1.21,0.56,0.46,149.38,0.16,2.70,6.61,1.54,23.37,4.71,0.00
40010,0.66,0.31,1.68,2.70,0.45,0.36,132.35,0.09,2.79,26.34,2.65,88.05,7.73,0.00
40011,0.80,0.38,1.33,1.73,0.72,0.70,140.92,0.26,2.23,0.98,1.55,0.10,1.25,0.00
40012,0.30,0.15,1.70,2.39,0.74,0.74,151.13,0.02,0.84,0.69,2.57,46.60,14.25,0.02
40013,0.61,0.28,1.94,2.10,0.61,0.55,139.60,0.12,1.76,7.83,2.54,21.84,5.82,0.00
40016,0.35,0.18,2.03,1.66,0.77,0.73,174.06,0.09,0.79,0.48,1.09,9.41,5.06,0.00
40017,1.10,0.44,1.46,2.64,0.48,0.43,123.79,0.17,3.78,16.12,1.69,59.84,6.99,0.00
40018,0.52,0.25,1.81,1.89,0.75,0.73,149.00,0.11,1.34,0.35,1.80,15.53,7.51,0.00
4001,4.80,0.95,1.06,1.98,0.69,0.61,132.81,1.13,10.85,0.11,1.00,1.67,3.90,0.00
40020,1.33,0.53,1.44,2.81,0.51,0.45,131.92,0.19,4.39,13.09,1.61,63.17,7.95,0.00
40021,0.85,0.39,1.46,3.19,0.50,0.44,132.23,0.09,3.26,18.44,1.93,95.65,11.06,0.00
40022,0.87,0.43,1.96,2.60,0.60,0.57,134.50,0.14,3.34,12.26,4.12,43.01,7.78,0.00
40033,0.84,0.36,1.55,1.83,0.86,0.97,184.70,0.21,1.88,0.00,0.00,10.04,11.16,0.00
4003,2.67,0.65,1.30,2.64,0.52,0.42,131.39,0.43,8.55,4.90,1.46,36.56,9.43,0.00
4005,4.83,0.81,0.92,3.48,0.40,0.24,131.16,0.40,17.61,11.67,1.34,86.16,6.61,0.00
4006,5.11,0.85,0.96,3.49,0.43,0.28,128.55,0.40,17.56,8.14,1.43,84.92,7.62,0.00
41001,1.36,0.59,2.12,3.91,0.39,0.31,114.33,0.07,5.76,32.60,2.90,159.98,16.27,0.00
41003,0.89,0.39,1.96,4.27,0.35,0.24,119.65,0.05,3.67,43.16,3.36,172.01,11.21,0.00
41004,0.56,0.24,1.28,2.74,0.52,0.41,134.25,0.06,2.24,16.33,2.10,85.41,6.63,0.00
41005,1.04,0.44,1.47,2.57,0.56,0.50,129.33,0.20,3.52,11.69,1.95,21.17,5.11,0.00
41006,1.12,0.48,1.78,2.72,0.48,0.41,122.96,0.16,3.89,16.40,1.77,73.28,8.03,0.00
41009,1.02,0.40,1.05,2.07,0.66,0.64,131.67,0.25,3.59,0.52,1.71,5.40,3.44,0.00
41011,1.33,0.51,1.27,1.57,0.70,0.68,137.21,0.39,3.60,1.70,1.19,1.33,23.00,0.00
41012,1.28,0.56,1.83,2.92,0.42,0.34,118.21,0.15,5.18,24.32,2.26,105.71,8.89,0.00
41013,0.97,0.42,1.67,3.55,0.43,0.35,119.23,0.09,4.01,26.89,2.25,131.51,14.35,0.00
41014,1.22,0.54,0.97,3.80,0.31,0.22,115.96,0.06,6.38,48.74,3.84,180.40,18.04,0.00
41016,1.02,0.42,1.93,3.68,0.47,0.40,119.52,0.07,3.95,21.06,1.97,119.58,13.17,0.00
41019,1.01,0.45,1.34,3.38,0.42,0.33,119.96,0.09,4.05,25.99,2.30,123.77,11.05,0.00
41020,1.17,0.47,1.91,4.06,0.37,0.28,113.19,0.05,5.45,39.28,2.65,156.52,15.24,0.00
41022,1.01,0.41,1.46,3.52,0.43,0.34,119.46,0.09,4.16,26.23,2.20,122.81,13.03,0.00
41023,0.33,0.12,3.07,NaN,0.62,0.84,156.26,0.00,1.54,170.08,142.18,219.36,206.71,0.53
41025,1.11,0.49,1.57,4.32,0.31,0.21,114.82,0.04,5.13,43.78,3.31,179.33,18.20,0.00
41027,1.29,0.48,1.34,1.88,0.62,0.59,129.46,0.36,3.67,6.34,1.40,0.58,5.80,0.00
41028,0.95,0.39,1.68,3.19,0.46,0.39,120.96,0.08,3.96,22.56,2.11,102.95,12.34,0.00
41029,0.98,0.42,1.78,3.77,0.44,0.38,118.73,0.06,3.92,23.23,2.19,128.79,16.00,0.00
42001,0.47,0.20,1.94,3.80,0.48,0.41,123.54,0.02,1.89,21.80,2.04,122.70,10.16,0.00
42003,0.97,0.40,1.60,3.91,0.43,0.33,122.08,0.05,4.10,21.93,1.81,121.45,12.32,0.00
42004,0.90,0.39,0.95,1.15,0.89,0.94,165.10,0.46,1.71,0.00,0.00,0.00,0.00,0.00
42006,1.10,0.43,1.67,2.58,0.80,0.93,156.81,0.22,2.88,0.17,1.80,19.65,12.62,0.00
42008,0.79,0.30,1.07,1.37,0.87,0.96,162.04,0.33,1.58,0.00,0.00,0.00,0.00,0.00
42010,1.40,0.58,1.09,1.04,0.90,0.96,168.13,0.76,2.46,0.00,0.00,0.00,0.00,0.00
42011,0.78,0.32,1.48,2.10,0.69,0.67,152.57,0.19,2.27,2.58,1.11,10.16,7.17,0.00
42016,1.59,0.65,0.77,0.87,0.92,0.98,173.72,0.96,2.57,0.00,0.00,0.00,0.00,0.00
42017,1.18,0.50,1.41,2.49,0.51,0.44,146.49,0.12,4.28,12.21,1.77,60.54,5.96,0.00
42024,1.01,0.43,1.18,1.04,0.90,0.97,171.03,0.53,1.93,0.00,0.00,0.00,0.00,0.00
42026,0.80,0.35,3.10,2.90,0.76,0.91,153.78,0.03,2.49,3.36,8.44,79.40,34.56,0.00
42027,0.76,0.33,1.34,1.44,0.86,0.96,155.22,0.27,1.71,0.00,0.00,0.00,0.00,0.00
43005,0.93,0.43,1.02,1.98,0.82,0.91,156.73,0.29,2.23,0.02,1.00,2.10,27.25,0.00
43006,1.15,0.46,1.32,2.10,0.77,0.82,144.92,0.36,3.00,0.21,1.10,0.15,4.00,0.00
43007,1.12,0.45,1.65,3.01,0.64,0.64,131.04,0.18,3.82,5.53,2.20,48.97,12.89,0.00
43008,0.77,0.31,1.66,2.22,0.78,0.89,156.46,0.21,2.10,0.48,5.00,2.02,10.50,0.00
43009,1.12,0.46,1.67,3.68,0.43,0.34,116.50,0.11,4.83,31.81,2.70,124.48,15.49,0.00
43014,0.83,0.38,0.95,1.04,0.86,0.89,161.22,0.44,1.61,0.00,0.00,0.00,0.00,0.00
43017,0.70,0.32,1.49,2.73,0.69,0.71,137.92,0.12,2.18,3.53,2.14,35.33,11.77,0.00
43018,1.01,0.41,1.61,2.96,0.76,0.91,143.79,0.19,2.94,0.54,2.89,25.94,15.54,0.00
43021,1.01,0.43,0.97,2.00,0.79,0.87,149.88,0.31,2.67,0.08,4.00,1.87,17.80,0.00
44001,1.38,0.49,1.42,1.87,0.80,0.86,147.19,0.52,3.24,0.00,0.00,0.48,12.50,0.00
44002,1.17,0.43,1.43,2.08,0.79,0.89,148.63,0.37,3.12,0.00,0.00,1.21,6.30,0.00
44006,1.41,0.46,1.55,1.95,0.80,0.87,150.27,0.47,3.44,0.00,0.00,0.02,1.00,0.00
44009,3.69,1.39,1.53,2.09,0.81,0.94,159.46,1.07,9.84,0.02,1.00,1.93,5.69,0.00
44011,1.22,0.45,1.34,1.72,0.67,0.64,138.78,0.39,3.37,2.63,1.19,0.00,0.00,0.00
45001,2.30,0.64,1.51,3.18,0.54,0.50,118.73,0.28,7.67,6.46,1.94,63.37,11.28,0.00
45003,1.44,0.52,1.36,1.90,0.59,0.54,129.42,0.39,4.57,5.23,1.33,1.58,8.20,0.00
45004,1.60,0.55,1.49,2.08,0.55,0.48,126.40,0.37,5.51,10.25,1.43,4.81,5.95,0.00
45005,1.37,0.49,1.10,1.66,0.59,0.53,130.83,0.41,4.34,6.75,1.30,1.33,11.50,0.00
45009,2.62,0.67,1.40,2.95,0.56,0.52,121.25,0.48,8.59,5.54,2.40,27.10,9.03,0.00
45012,1.19,0.47,1.41,3.56,0.51,0.45,119.29,0.10,4.52,17.08,2.21,101.64,14.70,0.00
46003,3.92,0.76,1.31,2.77,0.56,0.51,122.56,0.54,12.51,4.31,1.24,50.73,10.59,0.00
46005,4.97,0.83,1.26,2.64,0.52,0.45,124.60,0.78,16.30,7.54,1.14,38.63,10.92,0.00
46008,3.12,0.69,1.37,3.03,0.56,0.50,126.47,0.42,10.06,5.07,1.41,57.43,12.34,0.00
46014,2.03,0.57,1.39,3.11,0.56,0.50,127.84,0.24,6.93,7.41,1.68,68.64,12.17,0.00
47001,2.15,0.61,1.49,3.50,0.53,0.47,113.00,0.22,7.70,9.54,1.62,82.33,13.94,0.00
47004,2.89,0.73,1.51,2.90,0.60,0.58,118.69,0.40,9.67,2.56,1.56,55.83,11.80,0.00
47005,2.17,0.62,1.34,3.76,0.48,0.41,109.56,0.11,8.38,16.91,1.73,108.80,16.54,0.00
47008,1.77,0.53,1.48,3.00,0.51,0.44,116.60,0.13,6.22,10.13,1.57,72.73,11.03,0.00
47009,2.31,0.65,1.50,3.16,0.59,0.57,120.62,0.30,7.75,3.00,2.23,62.62,12.72,0.00
47011,2.80,0.60,1.50,2.90,0.56,0.49,134.79,0.39,9.35,7.41,1.41,49.89,10.22,0.00
47014,3.73,0.76,1.28,2.40,0.61,0.57,130.70,0.72,10.78,2.79,1.15,21.20,10.46,0.00
47018,2.03,0.58,1.56,4.13,0.46,0.37,111.15,0.07,7.84,18.82,1.75,115.98,14.60,0.00
48003,1.96,0.57,1.50,2.32,0.68,0.68,130.58,0.43,5.77,0.38,1.31,10.67,3.88,0.00
48004,2.98,0.73,1.25,2.27,0.69,0.69,125.98,0.67,8.07,0.63,1.06,9.90,8.58,0.00
48005,1.74,0.57,1.36,3.28,0.62,0.64,119.92,0.23,5.82,4.38,2.45,62.75,11.17,0.00
48011,2.44,0.60,1.30,2.96,0.63,0.61,121.62,0.44,7.46,1.81,1.52,23.29,7.08,0.00
49001,2.46,0.65,1.48,2.66,0.65,0.64,121.82,0.41,7.15,1.24,1.22,36.49,10.59,0.00
49002,1.77,0.57,1.49,2.55,0.74,0.82,134.38,0.41,4.94,0.21,2.20,6.90,10.23,0.00
49004,1.55,0.52,1.95,3.13,0.65,0.67,122.33,0.19,4.85,2.71,1.38,58.81,11.16,0.00
50001,1.88,0.57,1.54,3.76,0.50,0.43,112.15,0.12,6.87,11.83,2.06,98.25,15.92,0.00
50002,2.07,0.61,1.44,3.91,0.47,0.39,110.46,0.11,7.91,16.34,1.79,109.52,14.78,0.00
50006,2.38,0.63,1.53,3.24,0.53,0.48,114.58,0.22,7.93,5.77,1.84,71.87,12.62,0.00
50007,2.20,0.63,1.37,3.21,0.52,0.46,115.71,0.21,7.92,10.86,1.54,79.00,12.77,0.00
50008,2.03,0.59,1.68,4.20,0.43,0.33,113.20,0.05,8.13,22.86,1.85,123.16,14.70,0.00
50011,2.85,0.68,1.53,3.28,0.53,0.46,121.39,0.39,9.73,8.93,1.45,63.65,9.96,0.00
5003,5.59,0.87,0.94,2.24,0.68,0.59,136.61,1.53,13.13,0.27,1.12,1.67,2.89,0.00
51001,1.21,0.45,1.54,2.56,0.66,0.67,133.19,0.22,3.77,3.82,2.13,28.51,8.84,0.00
52004,1.40,0.55,1.37,2.21,0.56,0.50,125.54,0.31,4.66,8.29,1.39,11.17,4.88,0.00
52005,1.28,0.46,1.46,2.60,0.62,0.60,128.90,0.24,4.06,4.71,1.54,25.27,6.88,0.00
52006,1.01,0.41,1.76,3.07,0.50,0.43,120.19,0.13,3.80,17.02,1.88,79.27,8.62,0.00
52007,1.38,0.56,1.53,2.61,0.49,0.43,120.71,0.21,5.90,21.17,2.11,57.63,9.51,0.00
52009,1.62,0.60,1.41,2.30,0.68,0.67,137.17,0.40,4.33,0.16,1.00,3.86,3.62,0.00
52010,1.21,0.50,2.15,3.07,0.54,0.47,124.29,0.16,4.39,11.02,1.52,70.77,11.22,0.00
52011,0.82,0.40,2.16,4.46,0.45,0.39,121.33,0.04,3.56,27.90,3.19,141.48,23.43,0.00
52015,1.04,0.41,1.38,2.69,0.67,0.67,139.00,0.21,3.00,2.96,1.68,17.40,4.73,0.00
52016,1.17,0.43,1.51,2.07,0.71,0.71,142.98,0.33,3.20,1.13,1.49,1.01,8.67,0.00
53005,1.37,0.52,1.79,2.51,0.63,0.62,128.63,0.26,4.24,2.91,1.34,26.51,6.97,0.00
53006,0.99,0.44,1.74,3.09,0.45,0.36,121.15,0.09,4.04,20.38,2.44,91.81,7.47,0.00
53007,1.24,0.46,1.82,2.70,0.57,0.52,127.08,0.20,4.23,7.12,1.43,39.85,6.91,0.00
53008,0.94,0.41,1.62,4.01,0.58,0.57,123.94,0.09,3.35,9.04,2.33,96.63,17.82,0.00
53009,1.52,0.55,1.63,2.59,0.63,0.62,129.02,0.28,4.68,1.81,1.40,27.14,7.35,0.00
53013,1.07,0.50,1.81,2.35,0.66,0.64,138.90,0.22,3.24,3.75,1.34,14.88,5.95,0.00
53017,1.01,0.43,1.44,3.48,0.51,0.44,121.76,0.09,3.76,15.11,1.91,93.94,9.84,0.00
53018,1.08,0.47,1.59,3.36,0.57,0.54,125.19,0.14,3.84,11.19,2.51,64.24,10.99,0.00
53022,1.07,0.45,1.55,2.91,0.61,0.56,132.41,0.18,3.54,6.18,2.11,36.32,6.67,0.00
53023,1.10,0.46,1.81,4.02,0.62,0.65,125.43,0.14,3.57,4.14,3.32,85.51,22.98,0.00
53028,1.40,0.57,1.62,3.29,0.62,0.64,125.85,0.20,4.27,3.04,3.10,55.68,16.44,0.00
54001,1.21,0.47,1.73,2.90,0.58,0.54,125.54,0.21,4.05,3.00,2.89,39.29,7.46,0.00
54002,0.66,0.36,1.74,1.99,0.58,0.53,142.40,0.17,2.23,7.75,2.42,2.92,6.04,0.00
54003,2.57,0.46,2.21,2.65,0.45,0.36,125.21,0.35,9.66,33.30,4.00,51.17,5.83,0.00
54004,1.05,0.55,0.95,1.21,0.68,0.62,157.98,0.47,2.69,1.75,1.35,0.00,0.00,0.00
54005,1.89,0.57,1.39,3.15,0.54,0.48,119.65,0.27,6.56,5.15,2.82,63.81,9.17,0.00
54007,0.79,0.40,1.41,1.65,0.58,0.53,142.69,0.22,2.39,7.17,1.50,2.14,6.17,0.00
54008,1.13,0.47,1.88,3.10,0.57,0.55,126.79,0.11,4.17,7.64,2.29,74.74,20.13,0.00
54011,0.62,0.33,1.84,1.61,0.61,0.56,146.23,0.17,1.90,7.11,1.67,1.10,5.33,0.00
54012,0.67,0.34,1.40,1.67,0.71,0.71,144.02,0.24,1.77,0.21,1.57,1.12,8.29,0.00
54015,0.66,0.36,2.06,2.90,0.43,0.35,134.49,0.06,2.86,26.10,2.91,111.85,13.28,0.00
54016,0.63,0.32,1.87,2.62,0.63,0.63,138.24,0.13,2.17,3.90,2.81,14.09,8.42,0.00
54017,0.67,0.34,2.09,2.91,0.50,0.46,133.13,0.09,2.56,16.62,2.96,79.94,12.12,0.00
54018,0.86,0.40,1.55,3.10,0.55,0.51,130.51,0.12,3.08,10.08,2.02,68.54,11.83,0.00
54019,0.64,0.35,1.61,2.59,0.56,0.50,136.08,0.12,2.21,9.28,2.11,19.00,5.36,0.00
54020,0.73,0.35,1.61,2.32,0.67,0.66,137.79,0.18,2.22,2.25,1.89,4.46,10.09,0.00
54022,5.40,0.76,1.08,2.74,0.45,0.35,121.75,0.67,19.30,11.13,1.31,57.83,9.27,0.00
54024,0.40,0.21,1.42,1.62,0.72,0.71,150.12,0.12,1.01,0.58,1.76,6.21,6.87,0.00
54025,2.27,0.60,1.11,3.71,0.47,0.39,112.75,0.08,8.43,11.35,1.83,100.29,13.34,0.00
54027,1.15,0.47,1.08,1.65,0.80,0.87,154.40,0.36,2.71,0.02,1.00,1.60,10.38,0.00
54028,2.39,0.63,1.55,3.10,0.52,0.45,118.44,0.26,8.15,7.54,1.70,67.23,9.68,0.00
54029,1.07,0.45,1.55,3.10,0.58,0.55,129.21,0.11,3.69,7.88,2.23,71.44,18.57,0.00
54032,1.11,0.45,1.65,2.79,0.60,0.57,128.29,0.19,3.65,0.37,1.73,35.24,8.21,0.00
54034,0.73,0.37,1.72,3.50,0.46,0.39,136.37,0.06,2.91,20.98,2.64,111.46,13.53,0.00
54036,0.64,0.32,1.83,2.92,0.58,0.55,139.33,0.09,2.12,9.33,1.66,54.06,9.01,0.00
54038,2.41,0.66,1.17,3.23,0.53,0.47,123.46,0.21,8.37,5.86,1.74,76.29,13.64,0.00
54044,0.78,0.37,1.00,1.11,0.79,0.78,155.75,0.38,1.63,0.34,1.31,0.00,0.00,0.00
